jgi|Callep1130_1|1684814|CE1684813_587	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	25.664	339	5.81e-16	81.3
jgi|Callep1130_1|1684814|CE1684813_587	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	32.061	131	2.36e-05	49.3
jgi|Callep1130_1|1684814|CE1684813_587	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	28.261	138	2.09e-04	46.6
jgi|Callep1130_1|1684814|CE1684813_587	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	25.379	264	5.05e-12	69.3
jgi|Callep1130_1|1684814|CE1684813_587	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	34.821	112	6.52e-11	65.9
jgi|Callep1130_1|1684814|CE1684813_587	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	22.015	268	2.41e-08	58.2
jgi|Callep1130_1|1684814|CE1684813_587	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	27.778	144	1.94e-07	55.5
jgi|Callep1130_1|1684814|CE1684813_587	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	24.167	240	5.95e-07	53.9
jgi|Callep1130_1|1684814|CE1684813_587	sp|Q7L273|KCTD9_HUMAN	sp|Q7L273|KCTD9_HUMAN BTB/POZ domain-containing protein KCTD9 OS=Homo sapiens OX=9606 GN=KCTD9 PE=1 SV=1	27.322	183	1.03e-09	63.2
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	28.839	267	2.18e-15	78.2
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	28.346	254	3.31e-15	77.8
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	28.505	214	3.60e-09	60.1
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	24.352	193	7.56e-06	50.1
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	25.714	210	3.69e-04	45.1
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	28.641	206	1.68e-13	72.4
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	27.419	248	1.20e-12	70.1
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	27.027	148	4.25e-08	56.6
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	24.607	191	5.98e-07	53.1
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	24.342	152	2.36e-06	51.6
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|P74221|Y1152_SYNY3	sp|P74221|Y1152_SYNY3 Uncharacterized protein slr1152 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1152 PE=4 SV=1	25.726	241	2.26e-11	66.6
jgi|Callep1130_1|2842004|estExt_Genewise1Plus.C_9050043	sp|P74221|Y1152_SYNY3	sp|P74221|Y1152_SYNY3 Uncharacterized protein slr1152 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1152 PE=4 SV=1	26.119	134	7.81e-04	43.9
jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	29.675	246	1.89e-18	88.2
jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	30.081	246	4.48e-15	78.2
jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	sp|P73709|Y1819_SYNY3	sp|P73709|Y1819_SYNY3 Uncharacterized protein slr1819 OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=slr1819 PE=4 SV=1	30.769	260	3.66e-14	75.9
jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	29.612	206	1.45e-14	76.3
jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	27.935	247	1.66e-14	76.3
jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	sp|Q52118|YMO3_PANSE	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region OS=Pantoea stewartii subsp. stewartii OX=66271 PE=4 SV=1	26.163	172	9.75e-09	59.3
jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	sp|Q8Z4G9|PIPB2_SALTI	sp|Q8Z4G9|PIPB2_SALTI Secreted effector protein PipB2 OS=Salmonella typhi OX=90370 GN=pipB2 PE=3 SV=1	27.111	225	1.01e-11	68.6
jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	sp|Q8Z4G9|PIPB2_SALTI	sp|Q8Z4G9|PIPB2_SALTI Secreted effector protein PipB2 OS=Salmonella typhi OX=90370 GN=pipB2 PE=3 SV=1	28.431	204	1.21e-07	56.2
jgi|Callep1130_1|2852588|estExt_Genewise1Plus.C_14930005	sp|Q8Z4G9|PIPB2_SALTI	sp|Q8Z4G9|PIPB2_SALTI Secreted effector protein PipB2 OS=Salmonella typhi OX=90370 GN=pipB2 PE=3 SV=1	29.801	151	2.67e-07	55.1
