jgi|Callep1130_1|3118263|fgenesh1_kg.186_#_159_#_OTBYS_OTBYS_transcript_26747	sp|Q9S9U6|1A111_ARATH	sp|Q9S9U6|1A111_ARATH 1-aminocyclopropane-1-carboxylate synthase 11 OS=Arabidopsis thaliana OX=3702 GN=ACS11 PE=1 SV=1	28.233	464	9.44e-58	201
jgi|Callep1130_1|3118263|fgenesh1_kg.186_#_159_#_OTBYS_OTBYS_transcript_26747	sp|Q00379|1A12_CUCPE	sp|Q00379|1A12_CUCPE 1-aminocyclopropane-1-carboxylate synthase 2 OS=Cucurbita pepo OX=3663 GN=ACS2 PE=2 SV=1	26.998	463	5.72e-55	195
jgi|Callep1130_1|3118263|fgenesh1_kg.186_#_159_#_OTBYS_OTBYS_transcript_26747	sp|A0A0P0WIY3|1A13_ORYSJ	sp|A0A0P0WIY3|1A13_ORYSJ 1-aminocyclopropane-1-carboxylate synthase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=ACS3 PE=2 SV=1	31.144	472	1.32e-54	193
jgi|Emihu1|467730|estExtDG_fgeneshEH_pg.C_1550015	sp|Q5W6F9|1A14_ORYSJ	sp|Q5W6F9|1A14_ORYSJ 1-aminocyclopropane-1-carboxylate synthase 4 OS=Oryza sativa subsp. japonica OX=39947 GN=ACS4 PE=2 SV=1	36.522	115	2.86e-13	72.8
jgi|Emihu1|467730|estExtDG_fgeneshEH_pg.C_1550015	sp|A0A0P0UZP7|1A15_ORYSJ	sp|A0A0P0UZP7|1A15_ORYSJ 1-aminocyclopropane-1-carboxylate synthase 5 OS=Oryza sativa subsp. japonica OX=39947 GN=ACS5 PE=2 SV=1	37.391	115	3.00e-12	69.7
jgi|Emihu1|467730|estExtDG_fgeneshEH_pg.C_1550015	sp|Q9SAR0|1A16_ARATH	sp|Q9SAR0|1A16_ARATH 1-aminocyclopropane-1-carboxylate synthase 6 OS=Arabidopsis thaliana OX=3702 GN=ACS6 PE=1 SV=2	35.965	114	4.54e-12	69.3
jgi|Emihu1|469924|estExtDG_fgeneshEH_pg.C_3450013	sp|Q9T065|1A18_ARATH	sp|Q9T065|1A18_ARATH 1-aminocyclopropane-1-carboxylate synthase 8 OS=Arabidopsis thaliana OX=3702 GN=ACS8 PE=1 SV=1	28.994	169	3.26e-15	79.7
jgi|Emihu1|469924|estExtDG_fgeneshEH_pg.C_3450013	sp|Q9T065|1A18_ARATH	sp|Q9T065|1A18_ARATH 1-aminocyclopropane-1-carboxylate synthase 8 OS=Arabidopsis thaliana OX=3702 GN=ACS8 PE=1 SV=1	32.773	119	8.26e-10	63.2
jgi|Emihu1|469924|estExtDG_fgeneshEH_pg.C_3450013	sp|Q9S9U6|1A111_ARATH	sp|Q9S9U6|1A111_ARATH 1-aminocyclopropane-1-carboxylate synthase 11 OS=Arabidopsis thaliana OX=3702 GN=ACS11 PE=1 SV=1	30.380	158	6.67e-15	78.6
jgi|Emihu1|469924|estExtDG_fgeneshEH_pg.C_3450013	sp|Q9S9U6|1A111_ARATH	sp|Q9S9U6|1A111_ARATH 1-aminocyclopropane-1-carboxylate synthase 11 OS=Arabidopsis thaliana OX=3702 GN=ACS11 PE=1 SV=1	28.571	112	1.51e-04	47.0
