jgi|Callep1130_1|4226098|gm4et.14149_g	sp|P37769|KDUD_ECOLI	sp|P37769|KDUD_ECOLI 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=kduD PE=1 SV=2	35.628	247	6.70e-44	151
jgi|Callep1130_1|4226098|gm4et.14149_g	sp|Q05528|KDUD_DICD3	sp|Q05528|KDUD_DICD3 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Dickeya dadantii (strain 3937) OX=198628 GN=kduD PE=1 SV=2	34.940	249	1.12e-43	150
jgi|Callep1130_1|4226098|gm4et.14149_g	sp|C1DMX5|RHAD_AZOVD	sp|C1DMX5|RHAD_AZOVD L-rhamnose 1-dehydrogenase (NAD(P)(+)) OS=Azotobacter vinelandii (strain DJ / ATCC BAA-1303) OX=322710 GN=LRA1 PE=1 SV=1	40.650	246	4.64e-42	147
jgi|Chrsim136_1|5362550|fgenesh1_kg.87_#_2581_#_TRINITY_DN19028_c0_g1_i2	sp|P50199|GNO_GLUOX	sp|P50199|GNO_GLUOX Gluconate 5-dehydrogenase OS=Gluconobacter oxydans (strain 621H) OX=290633 GN=gno PE=1 SV=1	40.726	248	1.42e-47	161
jgi|Chrsim136_1|5362550|fgenesh1_kg.87_#_2581_#_TRINITY_DN19028_c0_g1_i2	sp|Q9X248|FABG_THEMA	sp|Q9X248|FABG_THEMA 3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=fabG PE=3 SV=1	37.705	244	7.62e-41	144
jgi|Chrsim136_1|5362550|fgenesh1_kg.87_#_2581_#_TRINITY_DN19028_c0_g1_i2	sp|Q05528|KDUD_DICD3	sp|Q05528|KDUD_DICD3 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Dickeya dadantii (strain 3937) OX=198628 GN=kduD PE=1 SV=2	36.255	251	9.38e-41	144
jgi|Emihu1|65073|e_gw1.31.110.1	sp|P37769|KDUD_ECOLI	sp|P37769|KDUD_ECOLI 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=kduD PE=1 SV=2	37.327	217	4.16e-40	140
jgi|Emihu1|65073|e_gw1.31.110.1	sp|P50199|GNO_GLUOX	sp|P50199|GNO_GLUOX Gluconate 5-dehydrogenase OS=Gluconobacter oxydans (strain 621H) OX=290633 GN=gno PE=1 SV=1	38.785	214	2.73e-39	139
jgi|Emihu1|65073|e_gw1.31.110.1	sp|Q05528|KDUD_DICD3	sp|Q05528|KDUD_DICD3 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Dickeya dadantii (strain 3937) OX=198628 GN=kduD PE=1 SV=2	34.884	215	1.76e-38	136
jgi|Emihu1|416368|estExtDG_Genewise1.C_530062	sp|P37769|KDUD_ECOLI	sp|P37769|KDUD_ECOLI 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=kduD PE=1 SV=2	37.281	228	1.16e-43	150
jgi|Emihu1|416368|estExtDG_Genewise1.C_530062	sp|Q05528|KDUD_DICD3	sp|Q05528|KDUD_DICD3 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Dickeya dadantii (strain 3937) OX=198628 GN=kduD PE=1 SV=2	35.088	228	9.85e-42	145
