jgi|Callep1130_1|3743264|MIX11221_8_39	sp|Q6AQK1|GATA_DESPS	sp|Q6AQK1|GATA_DESPS Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Desulfotalea psychrophila (strain LSv54 / DSM 12343) OX=177439 GN=gatA PE=3 SV=1	28.395	243	8.43e-16	84.3
jgi|Callep1130_1|3743264|MIX11221_8_39	sp|Q4L7L4|GATA_STAHJ	sp|Q4L7L4|GATA_STAHJ Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=gatA PE=3 SV=1	29.470	302	1.30e-15	84.0
jgi|Callep1130_1|3743264|MIX11221_8_39	sp|C5D4K6|GATA_GEOSW	sp|C5D4K6|GATA_GEOSW Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Geobacillus sp. (strain WCH70) OX=471223 GN=gatA PE=3 SV=1	30.033	303	2.67e-15	82.8
jgi|Emihu1|227100|gm1.13600104	sp|A5EY31|GATA_DICNV	sp|A5EY31|GATA_DICNV Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Dichelobacter nodosus (strain VCS1703A) OX=246195 GN=gatA PE=3 SV=1	32.911	79	7.17e-05	48.9
jgi|Emihu1|244295|gm1.41600001	sp|P75534|GATA_MYCPN	sp|P75534|GATA_MYCPN Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634 GN=gatA PE=3 SV=1	36.000	75	1.04e-09	57.4
jgi|Emihu1|244295|gm1.41600001	sp|P47345|GATA_MYCGE	sp|P47345|GATA_MYCGE Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Mycoplasma genitalium (strain ATCC 33530 / DSM 19775 / NCTC 10195 / G37) OX=243273 GN=gatA PE=3 SV=1	34.211	76	1.63e-09	57.0
jgi|Emihu1|244295|gm1.41600001	sp|B2V855|GATA_SULSY	sp|B2V855|GATA_SULSY Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Sulfurihydrogenibium sp. (strain YO3AOP1) OX=436114 GN=gatA PE=3 SV=1	33.673	98	5.36e-09	55.5
jgi|Emihu1|258771|gm1.814500001	sp|Q0AZZ2|GATA_SYNWW	sp|Q0AZZ2|GATA_SYNWW Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Syntrophomonas wolfei subsp. wolfei (strain DSM 2245B / Goettingen) OX=335541 GN=gatA PE=3 SV=1	37.500	96	6.86e-09	57.8
jgi|Emihu1|258771|gm1.814500001	sp|Q0SNH0|GATA_BORAP	sp|Q0SNH0|GATA_BORAP Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Borreliella afzelii (strain PKo) OX=390236 GN=gatA PE=3 SV=1	36.957	92	1.20e-08	57.0
jgi|Emihu1|258771|gm1.814500001	sp|O51317|GATA_BORBU	sp|O51317|GATA_BORBU Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) OX=224326 GN=gatA PE=3 SV=2	36.957	92	1.46e-08	56.6
jgi|Gepoce1|366357|evm.geph.scaffold_1063.3	sp|Q971U6|GATA_SULTO	sp|Q971U6|GATA_SULTO Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) OX=273063 GN=gatA PE=3 SV=2	29.885	87	1.31e-04	47.8
