jgi|Callep1130_1|3284853|fgenesh1_kg.963_#_158_#_OTBYP_transcript_43581	sp|Q59YS7|MNN14_CANAL	sp|Q59YS7|MNN14_CANAL Putative alpha-1,3-mannosyltransferase MNN14 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN14 PE=2 SV=1	21.591	176	4.23e-08	58.5
jgi|Callep1130_1|3284853|fgenesh1_kg.963_#_158_#_OTBYP_transcript_43581	sp|Q5APQ8|MNN12_CANAL	sp|Q5APQ8|MNN12_CANAL Putative alpha-1,3-mannosyltransferase MNN12 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN12 PE=3 SV=2	21.622	185	1.60e-06	53.5
jgi|Callep1130_1|3284853|fgenesh1_kg.963_#_158_#_OTBYP_transcript_43581	sp|Q5AGA9|MNN13_CANAL	sp|Q5AGA9|MNN13_CANAL Putative alpha-1,3-mannosyltransferase MNN13 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN13 PE=2 SV=2	20.833	192	8.69e-06	51.2
jgi|Callep1130_1|3618799|fgenesh1_kg.4062_#_81_#_OTBYP_transcript_20396	sp|Q59YS7|MNN14_CANAL	sp|Q59YS7|MNN14_CANAL Putative alpha-1,3-mannosyltransferase MNN14 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN14 PE=2 SV=1	23.750	240	1.23e-10	68.2
jgi|Callep1130_1|3618799|fgenesh1_kg.4062_#_81_#_OTBYP_transcript_20396	sp|Q5APQ8|MNN12_CANAL	sp|Q5APQ8|MNN12_CANAL Putative alpha-1,3-mannosyltransferase MNN12 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN12 PE=3 SV=2	25.907	193	3.46e-08	60.5
jgi|Callep1130_1|3618799|fgenesh1_kg.4062_#_81_#_OTBYP_transcript_20396	sp|Q5AGA9|MNN13_CANAL	sp|Q5AGA9|MNN13_CANAL Putative alpha-1,3-mannosyltransferase MNN13 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN13 PE=2 SV=2	23.529	187	8.02e-07	55.8
jgi|Gepoce1|370824|evm.geph.scaffold_1455.2	sp|Q59YS7|MNN14_CANAL	sp|Q59YS7|MNN14_CANAL Putative alpha-1,3-mannosyltransferase MNN14 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN14 PE=2 SV=1	21.111	270	1.94e-12	74.3
jgi|Gepoce1|370824|evm.geph.scaffold_1455.2	sp|Q5AGA9|MNN13_CANAL	sp|Q5AGA9|MNN13_CANAL Putative alpha-1,3-mannosyltransferase MNN13 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN13 PE=2 SV=2	22.751	189	5.84e-08	60.1
jgi|Gepoce1|370824|evm.geph.scaffold_1455.2	sp|Q5APQ8|MNN12_CANAL	sp|Q5APQ8|MNN12_CANAL Putative alpha-1,3-mannosyltransferase MNN12 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN12 PE=3 SV=2	23.958	192	1.17e-07	58.9
jgi|Ochro3194_1|64130|CE64129_4421	sp|Q59YS7|MNN14_CANAL	sp|Q59YS7|MNN14_CANAL Putative alpha-1,3-mannosyltransferase MNN14 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN14 PE=2 SV=1	21.691	272	5.45e-08	58.9
jgi|Ochro3194_1|64130|CE64129_4421	sp|P40549|MNT3_YEAST	sp|P40549|MNT3_YEAST Alpha-1,3-mannosyltransferase MNT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MNT3 PE=1 SV=1	22.961	331	1.09e-06	54.7
jgi|Ochro3194_1|64130|CE64129_4421	sp|Q59VL7|MNN15_CANAL	sp|Q59VL7|MNN15_CANAL Alpha-1,3-mannosyltransferase MNN15 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN15 PE=2 SV=2	20.669	329	1.92e-06	53.9
jgi|Ochro3194_1|3341004|estExt_Genewise1.C_32_t30293	sp|Q59YS7|MNN14_CANAL	sp|Q59YS7|MNN14_CANAL Putative alpha-1,3-mannosyltransferase MNN14 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=MNN14 PE=2 SV=1	23.387	248	1.17e-07	57.8
